ESTATECODE,SELLINGMARK,WAREHOUSENAME,GRADE,CHEST,NET WT.,INV #,LOT #,M / S,BUY/C,BUYER,,Valuation,UpperValuation,LEAFStandard,INFUSEDRemarks,LiquorRemark,LimitPrice,MinPrice,AskingPrice,PRICE
MF0148B,GALGEWATTA,E.B. STORES,PEK,20,600,188,271,M,JJS,JJS EXPORT (PVT) LTD,,1000,1050,Bold,Mixed,Plain,0,500,1050,900
MF0148B,GALGEWATTA,E.B. STORES,BOP1,10,400,215,272,M,,,,1750,1800,Clean,Aroma,Quality,0,500,1800,0
MF0148B,GALGEWATTA,E.B. STORES,BOP1,10,360,222,273,M,H56,H.V.A. FOODS PLC,,1200,1220,Bold,Mixed,Plain,0,500,1220,1000
MF0148B,GALGEWATTA,E.B. STORES,OP1,10,340,198,274,M,CETP,CETCO TEAS (PVT) LIMITED,,1500,1520,Clean,Aroma,Quality,0,500,1520,1460
MF0148B,GALGEWATTA,E.B. STORES,OP1,20,640,206,275,M,JJS,JJS EXPORT (PVT) LTD,,950,1000,Bold,Mixed,Plain,0,500,1000,820
MF0148B,GALGEWATTA,E.B. STORES,OP,20,560,148,276,M,,,,750,800,Blackish,Dark,Dull,0,400,800,0
MF0148B,GALGEWATTA,E.B. STORES,OP,20,500,210,277,M,U69,UNI WORLD TEAS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,880
MF0148B,GALGEWATTA,E.B. STORES,OPA,10,250,128,278,M,CETP,CETCO TEAS (PVT) LIMITED,,1200,1220,Clean,Aroma,Quality,0,500,1220,1080
MF0148B,GALGEWATTA,E.B. STORES,OPA,20,500,196,279,M,U69,UNI WORLD TEAS (PVT) LTD,,900,950,Bold,Mixed,Plain,0,400,950,980
MF0148B,GALGEWATTA,E.B. STORES,BOPA,20,640,180,280,M,,,,850,870,,,,0,400,870,0
MF0148B,GALGEWATTA,E.B. STORES,BOPA,20,600,190,281,M,V3,VAN REES (CEY)LTD.,,830,850,,,,0,400,850,820
MF0148B,GALGEWATTA,E.B. STORES,PEK,10,317,99,282,M,,,,1450,1470,Clean,Aroma,Quality,0,500,1470,0
MF0817,WERALLAKANDA,E.B. STORES,BOP1,10,380,993,283,M,,,,1500,1600,Bold,Mixed,Plain,0,500,1600,0
MF0817,WERALLAKANDA,E.B. STORES,FBOPF1,10,371,774,284,M,,,,1000,1020,Bold,Mixed,Plain,0,500,1020,0
MF0817,WERALLAKANDA,E.B. STORES,FBOPF1,10,474,915,285,M,,,,1100,1150,Bold,Mixed,Plain,0,500,1150,0
MF0817,WERALLAKANDA,E.B. STORES,FBOP,10,414,903,286,M,,,,1250,1300,Bold,Mixed,Plain,0,500,1300,0
MF0817,WERALLAKANDA,E.B. STORES,PEK,10,274,918,287,M,,,,1300,1320,Bold,Mixed,Plain,0,500,1320,0
MF0581,AISLABY,MALWATTE VALLEY WAREHOUSE,BOPF,10,550,0167R,288,M,ET3,ENRICH TEA & FOOD EXPORTS (PVT) LTD,,900,920,Bold,Mixed,Plain,0,400,920,880
MF0581,AISLABY,MALWATTE VALLEY WAREHOUSE,OP,20,520,0173R,289,M,MA6,MABROC TEAS (PVT) LTD,,1400,1450,Clean,Aroma,Quality,0,500,1450,1360
MF0581,AISLABY,MALWATTE VALLEY WAREHOUSE,OPA,10,300,0188R,290,M,H1,HARRISONS (COLOMBO) LTD,,950,1000,Bold,Mixed,Plain,0,500,1000,920
MF0581,AISLABY,MALWATTE VALLEY WAREHOUSE,BOPA,20,700,0124R,291,M,A8,AKBAR BROTHERS (PVT) LTD,,820,840,,,,0,400,840,760
MF0388,GAMPAHA,E.B. STORES,FBOPF1,10,480,0483R,292,M,,,,1200,1300,Bold,Mixed,Plain,0,500,1300,0
MF0388,GAMPAHA,E.B. STORES,FBOPF1,10,400,0484R,293,M,,,,1000,1020,Bold,Mixed,Plain,0,500,1020,0
MF0388,GAMPAHA,E.B. STORES,PEK,10,280,0482R,294,M,CETP,CETCO TEAS (PVT) LIMITED,,900,950,Bold,Mixed,Plain,0,400,950,780
MF0388,GAMPAHA,E.B. STORES,OPA,10,270,0474R,295,M,CETP,CETCO TEAS (PVT) LIMITED,,1400,1450,Clean,Aroma,Quality,0,500,1450,1440
MF0388,GAMPAHA,E.B. STORES,OPA,10,230,0479R,296,M,RS3,RAZA CEYLON COMMODITIES,,1000,1100,Clean,Aroma,Quality,0,500,1100,980
MF0388,GAMPAHA,E.B. STORES,OPA,10,270,489,297,M,T60,TEA TRENDS EXP (PVT) LTD,,1450,1470,Clean,Aroma,Quality,0,500,1470,1420
MF0388,GAMPAHA,E.B. STORES,BOPA,10,360,486,298,M,U69,UNI WORLD TEAS (PVT) LTD,,800,820,,,,0,400,820,770
MF0388,GAMPAHA,E.B. STORES,OP,10,254,0427R,299,M,H56,H.V.A. FOODS PLC,,1000,1100,Bold,Mixed,Plain,0,500,1100,1040
MF0494,AMPITTIAKANDE,E.B. STORES,BOP,10,440,0791R,300,M,A8,AKBAR BROTHERS (PVT) LTD,,750,770,Bold,Mixed,Plain,0,380,770,780
MF0494,AMPITTIAKANDE,E.B. STORES,FBOPF1,10,440,0823R,301,M,A8,AKBAR BROTHERS (PVT) LTD,,1200,1220,Bold,Mixed,Plain,0,500,1220,1060
MF0494,AMPITTIAKANDE,E.B. STORES,FBOPF1,10,360,0824R,302,M,F69,FINLAYS COLOMBO LIMITED,,1000,1020,Bold,Mixed,Plain,0,500,1020,900
MF0494,AMPITTIAKANDE,E.B. STORES,FBOP,10,330,0825R,303,M,CETP,CETCO TEAS (PVT) LIMITED,,1200,1250,Bold,Mixed,Plain,0,500,1250,1140
MF0494,AMPITTIAKANDE,E.B. STORES,FBOP,10,320,0827R,304,M,,,,1000,1050,Bold,Mixed,Plain,0,500,1050,0
MF0494,AMPITTIAKANDE,E.B. STORES,PEK,10,280,0815R,305,M,,,,850,870,Blackish,Dark,Dull,0,400,870,0
MF0494,AMPITTIAKANDE,E.B. STORES,PEK,10,350,0826R,306,M,CETP,CETCO TEAS (PVT) LIMITED,,1600,1650,Clean,Aroma,Quality,0,500,1650,1380
MF0494,AMPITTIAKANDE,E.B. STORES,PEK,10,300,0829R,307,M,,,,1200,1220,Bold,Mixed,Plain,0,500,1220,0
MF0494,AMPITTIAKANDE,E.B. STORES,OP1,10,300,0828R,308,M,CETP,CETCO TEAS (PVT) LIMITED,,1500,1600,Clean,Aroma,Quality,0,500,1600,1550
MF0494,AMPITTIAKANDE,E.B. STORES,OP,10,250,0813R,309,M,Q5,QUALITEA CEY (PVT)LTD,,1000,1020,Bold,Mixed,Plain,0,500,1020,980
MF0494,AMPITTIAKANDE,E.B. STORES,OP,10,300,0820R,310,M,MA6,MABROC TEAS (PVT) LTD,,1450,1500,Clean,Aroma,Quality,0,500,1500,1350
MF0494,AMPITTIAKANDE,E.B. STORES,OP,10,300,0822R,311,M,AE5,ANVERALLY & SONS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1420
MF0494,AMPITTIAKANDE,E.B. STORES,OPA,10,260,0816R,312,M,TEAT,TEA TALK ( PVT) LTD,,1000,1100,Clean,Aroma,Quality,0,500,1100,1020
MF0494,AMPITTIAKANDE,E.B. STORES,OPA,10,280,0819R,313,M,CETP,CETCO TEAS (PVT) LIMITED,,1300,1350,Clean,Aroma,Quality,0,500,1350,1380
MF0494,AMPITTIAKANDE,E.B. STORES,OPA,10,280,0821R,314,M,CETP,CETCO TEAS (PVT) LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1320,1380
MF0494,AMPITTIAKANDE,E.B. STORES,FBOPF1,10,394,0688R,315,M,JB8,J-CEY-TEA (PVT) LTD,,1050,1070,Bold,Mixed,Plain,0,500,1070,1040
MF0494,AMPITTIAKANDE,E.B. STORES,PEK,10,357,0765R,316,M,CETP,CETCO TEAS (PVT) LIMITED,,1550,1600,Clean,Aroma,Quality,0,500,1600,1500
MF0494,AMPITTIAKANDE,E.B. STORES,PEK,10,277,0766R,317,M,JJS,JJS EXPORT (PVT) LTD,,1000,1100,Bold,Mixed,Plain,0,500,1100,940
MF0494,AMPITTIAKANDE,E.B. STORES,OP,10,247,0758R,318,M,H56,H.V.A. FOODS PLC,,1000,1020,Bold,Mixed,Plain,0,500,1020,980
MF0683,CRAIG,E.B. STORES,FBOPF1,10,450,1125R,319,M,JB8,J-CEY-TEA (PVT) LTD,,1200,1300,Bold,Mixed,Plain,0,500,1300,1120
MF0683,CRAIG,E.B. STORES,FBOPF1,10,360,1127R,320,M,JB8,J-CEY-TEA (PVT) LTD,,1300,1320,Bold,Mixed,Plain,0,500,1320,1180
MF0683,CRAIG,E.B. STORES,FBOPF1,10,420,1131R,321,M,JB8,J-CEY-TEA (PVT) LTD,,1100,1120,Bold,Mixed,Plain,0,500,1120,1040
MF0683,CRAIG,E.B. STORES,FBOP,10,400,1111R,322,M,CETP,CETCO TEAS (PVT) LIMITED,,1300,1320,Bold,Mixed,Plain,0,500,1320,1260
MF0683,CRAIG,E.B. STORES,FBOP,10,320,1126R,323,M,CETP,CETCO TEAS (PVT) LIMITED,,1250,1300,Bold,Mixed,Plain,0,500,1300,1180
MF0683,CRAIG,E.B. STORES,FBOP,10,320,1128R,324,M,,,,1100,1120,Bold,Mixed,Plain,0,500,1120,0
MF0683,CRAIG,E.B. STORES,FBOP1,10,320,1132R,325,M,CETP,CETCO TEAS (PVT) LIMITED,,1200,1300,Bold,Mixed,Plain,0,500,1300,1180
MF0683,CRAIG,E.B. STORES,PEK,10,350,1110R,326,M,SQ4,SHAN TEAS (PVT) LTD,,1800,1850,Clean,Aroma,Quality,0,500,1850,1750
MF0683,CRAIG,E.B. STORES,PEK,10,320,1113R,327,M,CETP,CETCO TEAS (PVT) LIMITED,,1700,1720,Clean,Aroma,Quality,0,500,1720,1500
MF0683,CRAIG,E.B. STORES,PEK,10,280,1129R,328,M,,,,1100,1120,Bold,Mixed,Plain,0,500,1120,0
MF0683,CRAIG,E.B. STORES,PEK1,10,380,1130R,329,M,A8,AKBAR BROTHERS (PVT) LTD,,1800,1850,Clean,Aroma,Quality,0,500,1850,1700
MF0683,CRAIG,E.B. STORES,BOP1,20,600,1117R,330,M,WION,WIONTA TEA,,1300,1320,Bold,Mixed,Plain,0,500,1320,1160
MF0683,CRAIG,E.B. STORES,BOP1,10,300,1133R,331,M,A8,AKBAR BROTHERS (PVT) LTD,,1600,1700,Bold,Mixed,Plain,0,500,1700,1600
MF0683,CRAIG,E.B. STORES,OP1,10,300,1123R,332,M,S33,STASSEN EXPORTS LTD,,1700,1720,Clean,Aroma,Quality,0,500,1720,1800
MF0683,CRAIG,E.B. STORES,OP1,10,260,1134R,333,M,TEAT,TEA TALK ( PVT) LTD,,1100,1120,Bold,Mixed,Plain,0,500,1120,1120
MF0683,CRAIG,E.B. STORES,OP,20,540,1112R,334,M,S33,STASSEN EXPORTS LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1600
MF0683,CRAIG,E.B. STORES,OP,10,280,1118R,335,M,S33,STASSEN EXPORTS LTD,,1400,1450,Clean,Aroma,Quality,0,500,1450,1600
MF0683,CRAIG,E.B. STORES,OP,10,250,1122R,336,M,RS3,RAZA CEYLON COMMODITIES,,1000,1100,Bold,Mixed,Plain,0,500,1100,1080
MF0683,CRAIG,E.B. STORES,OPA,40,1000,1108R,337,M,CETP,CETCO TEAS (PVT) LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1320,1400
MF0683,CRAIG,E.B. STORES,OPA,20,540,1109R,338,M,CETP,CETCO TEAS (PVT) LIMITED,,1400,1420,Clean,Aroma,Quality,0,500,1420,1420
MF0683,CRAIG,E.B. STORES,OPA,20,460,1114R,339,M,RS3,RAZA CEYLON COMMODITIES,,1150,1200,Clean,Aroma,Quality,0,500,1200,1160
MF0683,CRAIG,E.B. STORES,OPA,20,400,1115R,340,M,V3,VAN REES (CEY)LTD.,,950,1000,Bold,Mixed,Plain,0,500,1000,960
MF0683,CRAIG,E.B. STORES,BOPA,20,600,1104R,341,M,WION,WIONTA TEA,,850,870,,,,0,400,870,810
MF0683,CRAIG,E.B. STORES,FBOPF1,10,447,1031R,342,M,,,,1100,1120,Bold,Mixed,Plain,0,500,1120,0
MF0683,CRAIG,E.B. STORES,PEK1,10,377,1033R,343,M,SQ4,SHAN TEAS (PVT) LTD,,1700,1800,Clean,Aroma,Quality,0,500,1800,1650
MF0683,CRAIG,E.B. STORES,OP,10,277,1039R,344,M,S33,STASSEN EXPORTS LTD,,1400,1420,Clean,Aroma,Quality,0,500,1420,1420
MF0243,KINELLAN,E.B. STORES,FBOPF1,10,470,0602R,345,M,JB8,J-CEY-TEA (PVT) LTD,,1150,1200,Bold,Mixed,Plain,0,500,1200,1040
MF0243,KINELLAN,E.B. STORES,FBOP,10,360,0598R,346,M,A8,AKBAR BROTHERS (PVT) LTD,,1200,1250,Bold,Mixed,Plain,0,500,1250,1100
MF0243,KINELLAN,E.B. STORES,FBOP,10,380,0603R,347,M,OCTA,OCTAGON TEAS PVT LTD,,1100,1120,Bold,Mixed,Plain,0,500,1120,980
MF0243,KINELLAN,E.B. STORES,PEK,10,350,0601R,348,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1570,1420
MF0243,KINELLAN,E.B. STORES,OP1,10,320,0599R,349,M,SY2,S.ST.CLAIR TEAS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1420
MF0243,KINELLAN,E.B. STORES,OP,10,280,0600R,350,M,MA6,MABROC TEAS (PVT) LTD,,1000,1050,Bold,Mixed,Plain,0,500,1050,1140
MF0243,KINELLAN,E.B. STORES,OPA,20,480,584,351,M,TEAT,TEA TALK ( PVT) LTD,,1200,1220,Clean,Aroma,Quality,0,500,1220,1240
MF0243,KINELLAN,E.B. STORES,OPA,20,420,586,352,M,MQ2,MACSHAS IMPEX,,950,970,Bold,Mixed,Plain,0,400,970,920
MF0243,KINELLAN,E.B. STORES,OPA,10,260,0590R,353,M,CETP,CETCO TEAS (PVT) LIMITED,,1300,1350,Clean,Aroma,Quality,0,500,1350,1400
MF0243,KINELLAN,E.B. STORES,BOPA,10,360,0595R,354,M,A8,AKBAR BROTHERS (PVT) LTD,,850,870,,,,0,400,870,800
MF0234,GONAKELLE,E.B. STORES,BOPF,10,500,0838R,355,M,HA8,HYSON TEAS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,890
MF0234,GONAKELLE,E.B. STORES,FBOPF,10,500,0852R,356,M,,,,1000,1100,Bold,Mixed,Plain,0,500,1100,0
MF0234,GONAKELLE,E.B. STORES,FBOPF1,10,480,0840R,357,M,CETP,CETCO TEAS (PVT) LIMITED,,1250,1270,Bold,Mixed,Plain,0,500,1270,1140
MF0234,GONAKELLE,E.B. STORES,FBOPF1,10,420,0841R,358,M,,,,1000,1050,Bold,Mixed,Plain,0,500,1050,0
MF0234,GONAKELLE,E.B. STORES,FBOPF1,10,400,0848R,359,M,,,,1000,1100,Bold,Mixed,Plain,0,500,1100,0
MF0234,GONAKELLE,E.B. STORES,FBOP,10,420,0839R,360,M,A8,AKBAR BROTHERS (PVT) LTD,,1200,1300,Bold,Mixed,Plain,0,500,1300,1160
MF0234,GONAKELLE,E.B. STORES,FBOP,10,400,0846R,361,M,MG1,MALWATTE VALLEY PLANTATION PLC,,1250,1270,Bold,Mixed,Plain,0,500,1270,1200
MF0234,GONAKELLE,E.B. STORES,FBOP,10,340,0847R,362,M,,,,1000,1020,Bold,Mixed,Plain,0,500,1020,0
MF0234,GONAKELLE,E.B. STORES,PEK1,10,380,0836R,363,M,CETP,CETCO TEAS (PVT) LIMITED,,1700,1720,Clean,Aroma,Quality,0,500,1720,1300
MF0234,GONAKELLE,E.B. STORES,OP1,10,320,0828R,364,M,S33,STASSEN EXPORTS LTD,,1500,1600,Clean,Aroma,Quality,0,500,1600,1650
MF0234,GONAKELLE,E.B. STORES,OP,10,300,0832R,365,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1420,1420
MF0234,GONAKELLE,E.B. STORES,OP,10,280,0833R,366,M,MA6,MABROC TEAS (PVT) LTD,,1000,1100,Bold,Mixed,Plain,0,500,1100,1080
MF0234,GONAKELLE,E.B. STORES,OP,10,300,0843R,367,M,S33,STASSEN EXPORTS LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1400
MF0234,GONAKELLE,E.B. STORES,OPA,20,520,0829R,368,M,CETP,CETCO TEAS (PVT) LIMITED,,1250,1300,Clean,Aroma,Quality,0,500,1300,1420
MF0234,GONAKELLE,E.B. STORES,OPA,40,880,0835R,369,M,U69,UNI WORLD TEAS (PVT) LTD,,950,1000,Bold,Mixed,Plain,0,500,1000,940
MF0234,GONAKELLE,E.B. STORES,OPA,20,520,0849R,370,M,CETP,CETCO TEAS (PVT) LIMITED,,1350,1370,Clean,Aroma,Quality,0,500,1370,1320
MF0234,GONAKELLE,E.B. STORES,BOPA,10,350,0837R,371,M,C89,CEYLON TEA PLANTATIONS EXP(PVT)LTD,,850,870,,,,0,400,870,830
MF0234,GONAKELLE,E.B. STORES,PEK1,10,377,0772R,372,M,SQ4,SHAN TEAS (PVT) LTD,,1600,1620,Bold,Mixed,Plain,0,500,1620,1360
MF0234,GONAKELLE,E.B. STORES,OP1,10,317,0775R,373,M,C48,CONTINENTAL TEA (PVT) LTD,,950,1000,Bold,Mixed,Plain,0,500,1000,940
MF0668,HINDAGALA,E.B. STORES,FBOPF1,10,420,0825R,374,M,V3,VAN REES (CEY)LTD.,,1100,1200,Bold,Mixed,Plain,0,500,1200,1000
MF0668,HINDAGALA,E.B. STORES,FBOPF1,10,360,0831R,375,M,,,,870,890,Blackish,Dark,Dull,0,400,890,0
MF0668,HINDAGALA,E.B. STORES,FBOP,10,400,0826R,376,M,WION,WIONTA TEA,,1100,1200,Bold,Mixed,Plain,0,500,1200,1020
MF0668,HINDAGALA,E.B. STORES,FBOP,10,330,0830R,377,M,A8,AKBAR BROTHERS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,830
MF0668,HINDAGALA,E.B. STORES,PEK,10,300,0829R,378,M,CETP,CETCO TEAS (PVT) LIMITED,,1400,1420,Clean,Aroma,Quality,0,500,1420,1260
MF0668,HINDAGALA,E.B. STORES,PEK,10,280,0832R,379,M,WION,WIONTA TEA,,1000,1020,Bold,Mixed,Plain,0,500,1020,970
MF0668,HINDAGALA,E.B. STORES,PEK1,10,340,0828R,380,M,V35,VINTAGE TEAS CEY (PVT) LTD,,1500,1600,Bold,Mixed,Plain,0,500,1600,1480
MF0668,HINDAGALA,E.B. STORES,BOP1,10,300,0834R,381,M,TEAT,TEA TALK ( PVT) LTD,,1100,1200,Bold,Mixed,Plain,0,500,1200,1050
MF0668,HINDAGALA,E.B. STORES,OP,10,280,0833R,382,M,MA6,MABROC TEAS (PVT) LTD,,1000,1050,Bold,Mixed,Plain,0,500,1050,1020
MF0668,HINDAGALA,E.B. STORES,OPA,10,220,0822R,383,M,AE5,ANVERALLY & SONS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,890
MF0668,HINDAGALA,E.B. STORES,OPA,10,250,0824R,384,M,H56,H.V.A. FOODS PLC,,1000,1020,Clean,Aroma,Quality,0,500,1020,980
MF0668,HINDAGALA,E.B. STORES,OPA,10,300,0827R,385,M,CETP,CETCO TEAS (PVT) LIMITED,,1300,1320,Clean,Aroma,Quality,0,500,1320,1320
MF0668,HINDAGALA,E.B. STORES,BOPA,10,350,0814R,386,M,,,,800,820,,,,0,400,820,0
MF0668,HINDAGALA,E.B. STORES,FBOPF1,10,397,0769R,387,M,I29,IMPERIAL TEAS (PVT) LIMITED,,1000,1100,Bold,Mixed,Plain,0,500,1100,1000
MF1362,CHANDRA ELIYA,E.B. STORES,OP1,10,320,620,388,M,S33,STASSEN EXPORTS LTD,,1100,1120,Bold,Mixed,Plain,0,550,1200,1220
MF1362,CHANDRA ELIYA,E.B. STORES,OP,10,270,621,389,M,V3,VAN REES (CEY)LTD.,,1200,1220,Clean,Aroma,Quality,0,600,1300,1100
MF1362,CHANDRA ELIYA,E.B. STORES,OP,10,300,622,390,M,MA6,MABROC TEAS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,650,1500,1500
MF1362,CHANDRA ELIYA,E.B. STORES,OPA,10,280,619,391,M,MG1,MALWATTE VALLEY PLANTATION PLC,,1400,1420,Clean,Aroma,Quality,0,650,1500,1500
MF0655,BADDEGAMA,E.B. STORES,OP,20,560,498,392,M,S33,STASSEN EXPORTS LTD,,1500,1520,Clean,Aroma,Quality,0,650,1600,1480
MF0655,BADDEGAMA,E.B. STORES,OPA,10,280,495,393,M,S33,STASSEN EXPORTS LTD,,1500,1520,Clean,Aroma,Quality,0,650,1600,1460
MF0655,BADDEGAMA,E.B. STORES,OPA,20,440,496,394,M,,,,1200,1220,Clean,Aroma,Quality,0,600,1300,0
MF0655,BADDEGAMA,E.B. STORES,OPA,10,240,500,395,M,S33,STASSEN EXPORTS LTD,,1300,1320,Clean,Aroma,Quality,0,600,1400,1340
MF0655,BADDEGAMA,E.B. STORES,OPA,20,396,386,396,M,,,,1100,1120,Clean,Aroma,Quality,0,550,1200,0
MF0353,YATADERIYA,E.B. STORES,OP,10,300,844,397,M,MA6,MABROC TEAS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,700,1700,1600
MF0353,YATADERIYA,E.B. STORES,OP,10,280,845,398,M,CF9,CEYLON FRESH TEAS (PVT) LTD,,1100,1120,Bold,Mixed,Plain,0,550,1200,1280
MF0353,YATADERIYA,E.B. STORES,OPA,20,540,838,399,M,S33,STASSEN EXPORTS LTD,,1500,1520,Clean,Aroma,Quality,0,650,1600,1500
MF0353,YATADERIYA,E.B. STORES,OPA,20,480,839,400,M,V3,VAN REES (CEY)LTD.,,1000,1020,Clean,Aroma,Quality,0,550,1100,1060
MF0353,YATADERIYA,E.B. STORES,OPA,10,240,0846R,401,M,V3,VAN REES (CEY)LTD.,,1000,1020,Clean,Aroma,Quality,0,550,1100,1200
MF1362,CHANDRA ELIYA,E.B. STORES,PEK,10,320,618,402,M,E41,EMPIRE TEAS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,750,1750,1750
MF1362,CHANDRA ELIYA,E.B. STORES,PEK,10,330,625,403,M,SQ4,SHAN TEAS (PVT) LTD,,1300,1320,Bold,Mixed,Plain,0,600,1400,1550
MF0655,BADDEGAMA,E.B. STORES,PEK,10,350,489,404,M,E41,EMPIRE TEAS (PVT) LTD,,1850,1870,Clean,Aroma,Quality,0,900,1950,1900
MF0353,YATADERIYA,E.B. STORES,PEK,10,340,841,405,M,SQ4,SHAN TEAS (PVT) LTD,,1900,1920,Clean,Aroma,Quality,0,1000,2000,1900
MF0353,YATADERIYA,E.B. STORES,PEK,10,300,0849R,406,M,SQ4,SHAN TEAS (PVT) LTD,,1200,1220,Bold,Mixed,Plain,0,600,1300,1260
MF0353,YATADERIYA,E.B. STORES,PEK1,10,380,0840R,407,M,J2,JAFFERJEE BROS,,1700,1720,Clean,Aroma,Quality,0,800,1800,1650
MF1362,CHANDRA ELIYA,E.B. STORES,FBOPF1,10,400,623,408,M,A8,AKBAR BROTHERS (PVT) LTD,,1050,1070,Bold,Mixed,Plain,0,550,1150,1100
MF0655,BADDEGAMA,E.B. STORES,FBOPF1,10,480,491,409,M,,,,1150,1170,Bold,Mixed,Plain,0,550,1250,0
MF0655,BADDEGAMA,E.B. STORES,FBOP,10,450,501,410,M,A8,AKBAR BROTHERS (PVT) LTD,,1250,1270,Bold,Mixed,Plain,0,600,1350,1240
MF0655,BADDEGAMA,E.B. STORES,FBOP,10,324,414,411,M,,,,900,920,Bold,Mixed,Plain,0,500,1000,0
MF0353,YATADERIYA,E.B. STORES,FBOPF1,10,400,847,412,M,A8,AKBAR BROTHERS (PVT) LTD,,1100,1120,Bold,Mixed,Plain,0,550,1200,1060
MF0353,YATADERIYA,E.B. STORES,FBOP,10,380,842,413,M,J2,JAFFERJEE BROS,,1200,1220,Bold,Mixed,Plain,0,600,1300,1280
MF0353,YATADERIYA,E.B. STORES,FBOP,10,340,848,414,M,AE5,ANVERALLY & SONS (PVT) LTD,,1050,1070,Bold,Mixed,Plain,0,550,1150,980
MF0353,YATADERIYA,E.B. STORES,BOPA,10,320,843,415,M,Z30,ZAID TEA CEYLON (PVT) LTD,,830,850,,,,0,450,930,830
MF0655,BADDEGAMA,E.B. STORES,FBOPFSp,2,82,353,416,M,A8,AKBAR BROTHERS (PVT) LTD,,1400,1420,Bold,Mixed,Plain,0,600,1500,1200
MF0895,DOTEL OYA,E.B. STORES,FGS1,20,900,0384R,417,M,MA6,MABROC TEAS (PVT) LTD,,700,720,Blackish,Dark,Dull,0,380,720,780
MF0895,DOTEL OYA,E.B. STORES,BM,20,500,471,418,M,,,,830,850,Bold,Mixed,Plain,0,400,850,0
MF0148B,GALGEWATTA,E.B. STORES,FGS1,15,825,186,419,M,A8,AKBAR BROTHERS (PVT) LTD,,770,790,Blackish,Dark,Dull,0,380,790,820
MF0148B,GALGEWATTA,E.B. STORES,FGS,10,450,203,420,M,A8,AKBAR BROTHERS (PVT) LTD,,820,840,Bold,Mixed,Plain,0,400,840,800
MF0148B,GALGEWATTA,E.B. STORES,BM,20,600,189,421,M,H1,HARRISONS (COLOMBO) LTD,,760,780,Bold,Mixed,Plain,0,380,780,790
MF0148B,GALGEWATTA,E.B. STORES,BM,20,600,204,422,M,A8,AKBAR BROTHERS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,810
MF1273,NORTON,E.B. STORES,FGS1,10,580,79,423,M,A8,AKBAR BROTHERS (PVT) LTD,,950,1000,Bold,Mixed,Plain,0,500,1000,980
MF1293,LUCKYLAND,E.B. STORES,FGS1,10,580,0384R,424,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1200,1250,Clean,Aroma,Quality,0,500,1250,1100
MF0105,CANNAVARELLA,E.B. STORES,FGS1,10,580,0348R,425,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1000,1020,Bold,Mixed,Plain,0,500,1020,1020
MF0388,GAMPAHA,E.B. STORES,BM,10,350,0441R,426,M,,,,750,770,Bold,Mixed,Plain,0,380,770,0
MF0388,GAMPAHA,E.B. STORES,BM,10,350,0451R,427,M,A8,AKBAR BROTHERS (PVT) LTD,,760,780,Bold,Mixed,Plain,0,380,780,800
MF0494,AMPITTIAKANDE,E.B. STORES,FGS1,10,550,0734R,428,M,A8,AKBAR BROTHERS (PVT) LTD,,700,720,Blackish,Dark,Dull,0,380,720,880
MF0494,AMPITTIAKANDE,E.B. STORES,FGS,10,470,0728R,429,M,V67,VENTURE TEA (PVT) LTD,,720,740,Bold,Mixed,Plain,0,380,740,780
MF0494,AMPITTIAKANDE,E.B. STORES,BP,10,450,0733R,430,M,MA6,MABROC TEAS (PVT) LTD,,700,720,,,,0,380,720,780
MF0494,AMPITTIAKANDE,E.B. STORES,BM,10,340,0753R,431,M,,,,800,820,Bold,Mixed,Plain,0,400,820,0
MF0683,CRAIG,E.B. STORES,BP,10,450,1119R,432,M,S33,STASSEN EXPORTS LTD,,850,870,,,,0,400,870,830
MF0683,CRAIG,E.B. STORES,BM,10,380,1017R,433,M,A8,AKBAR BROTHERS (PVT) LTD,,780,800,Bold,Mixed,Plain,0,400,800,780
MF0683,CRAIG,E.B. STORES,BM,20,700,1048R,434,M,A8,AKBAR BROTHERS (PVT) LTD,,790,810,Bold,Mixed,Plain,0,400,810,780
MF0243,KINELLAN,E.B. STORES,FGS1,10,520,593,435,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,740,760,Blackish,Dark,Dull,0,380,760,860
