ESTATECODE,SELLINGMARK,WAREHOUSENAME,GRADE,CHEST,NET WT.,INV #,LOT #,M / S,BUY/C,BUYER,,Valuation,UpperValuation,LEAFStandard,INFUSEDRemarks,LiquorRemark,LimitPrice,MinPrice,AskingPrice,PRICE
MF0668,HINDAGALA,E.B. STORES,OP1,10,317,0435R,364,M,ASV,ASIAVERSE PVT LTD,,1100,1120,Bold,Mixed,Plain,0,500,1120,1080
MF1362,CHANDRA ELIYA,E.B. STORES,OP,20,560,420,365,M,SE1,SINDBAD (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,650,1600,1650
MF1362,CHANDRA ELIYA,E.B. STORES,OPA,10,280,419,366,M,S33,STASSEN EXPORTS LTD,,1500,1520,Clean,Aroma,Quality,0,650,1600,1650
MF0655,BADDEGAMA,E.B. STORES,OP1,10,280,323,367,M,A8,AKBAR BROTHERS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,600,1500,1650
MF0655,BADDEGAMA,E.B. STORES,OPA,20,400,299,368,M,CI1,COMMERCIAL TRADING COMPANY PVT LTD,,900,920,Bold,Mixed,Plain,0,500,1000,900
MF0655,BADDEGAMA,E.B. STORES,OPA,10,220,325,369,M,CI1,COMMERCIAL TRADING COMPANY PVT LTD,,950,970,Bold,Mixed,Plain,0,500,1050,940
MF0655,BADDEGAMA,E.B. STORES,OPA,20,398,261,370,M,CI1,COMMERCIAL TRADING COMPANY PVT LTD,,850,870,Bold,Mixed,Plain,0,400,950,880
MF0655,BADDEGAMA,E.B. STORES,OPA,10,258,292,371,M,T60,TEA TRENDS EXP (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,650,1650,1550
MF0353,YATADERIYA,E.B. STORES,OP1,10,300,598,372,M,C51,CEYLON TEA MARKETING (PVT) LTD,,2000,2020,Clean,Aroma,Quality,0,1050,2100,1850
MF0353,YATADERIYA,E.B. STORES,OP,10,300,589,373,M,E4,ESWARAN BROTHERS EXPORTS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,750,1750,1700
MF0353,YATADERIYA,E.B. STORES,OP,10,260,0594R,374,M,CF9,CEYLON FRESH TEAS (PVT) LTD,,950,970,Bold,Mixed,Plain,0,500,1050,960
MF0353,YATADERIYA,E.B. STORES,OPA,10,270,597,375,M,,,,1650,1670,Clean,Aroma,Quality,0,750,1750,0
MF1362,CHANDRA ELIYA,E.B. STORES,PEK,10,350,421,376,M,E41,EMPIRE TEAS (PVT) LTD,,1750,1770,Clean,Aroma,Quality,0,850,1850,1850
MF1362,CHANDRA ELIYA,E.B. STORES,PEK,10,300,424,377,M,,,,1250,1270,Bold,Mixed,Plain,0,550,1350,0
MF1362,CHANDRA ELIYA,E.B. STORES,PEK1,10,400,422,378,M,U69,UNI WORLD TEAS (PVT) LTD,,2000,2020,Clean,Aroma,Quality,0,1050,2100,2000
MF1362,CHANDRA ELIYA,E.B. STORES,PEK1,10,360,423,379,M,J2,JAFFERJEE BROS,,1800,1820,Clean,Aroma,Quality,0,900,1900,1700
MF1362,CHANDRA ELIYA,E.B. STORES,BOP1,10,380,428,380,M,F69,FINLAYS COLOMBO LIMITED,,1800,1820,Clean,Aroma,Quality,0,900,1900,1700
MF0655,BADDEGAMA,E.B. STORES,PEK,10,360,321,381,M,E41,EMPIRE TEAS (PVT) LTD,,1850,1870,Clean,Aroma,Quality,0,950,1950,1850
MF0655,BADDEGAMA,E.B. STORES,PEK,10,330,322,382,M,LA3,LOLC HOLDINGS PLC,,1450,1470,Clean,Aroma,Quality,0,550,1550,1500
MF0353,YATADERIYA,E.B. STORES,PEK,10,340,0582R,383,M,E41,EMPIRE TEAS (PVT) LTD,,1950,1970,Clean,Aroma,Quality,0,1025,2050,1850
MF0353,YATADERIYA,E.B. STORES,PEK1,10,380,0588R,384,M,S33,STASSEN EXPORTS LTD,,2000,2020,Clean,Aroma,Quality,0,1050,2100,1950
MF1362,CHANDRA ELIYA,E.B. STORES,BOPSp,10,500,430,385,M,V67,VENTURE TEA (PVT) LTD,,850,870,Blackish,Dark,Dull,0,450,950,850
MF1362,CHANDRA ELIYA,E.B. STORES,FBOPF1,20,960,429,386,M,U69,UNI WORLD TEAS (PVT) LTD,,1800,1820,Clean,Aroma,Quality,0,900,1900,1950
MF1362,CHANDRA ELIYA,E.B. STORES,BOPA,10,300,432,387,M,A8,AKBAR BROTHERS (PVT) LTD,,900,920,,,,0,500,1000,860
MF0655,BADDEGAMA,E.B. STORES,FBOP,10,350,324,388,M,AE5,ANVERALLY & SONS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,550,1450,1400
MF0353,YATADERIYA,E.B. STORES,BOPF,10,500,600,389,M,T13,TEA TANG LTD,,1100,1120,Clean,Aroma,Quality,0,550,1200,1160
MF0353,YATADERIYA,E.B. STORES,FBOPF1,10,500,0584R,390,M,A8,AKBAR BROTHERS (PVT) LTD,,2000,2020,Clean,Aroma,Quality,0,1050,2100,2050
MF0353,YATADERIYA,E.B. STORES,FBOPF1,10,400,585,391,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,550,1500,1500
MF0353,YATADERIYA,E.B. STORES,FBOP,10,380,586,392,M,S33,STASSEN EXPORTS LTD,,1750,1770,Clean,Aroma,Quality,0,850,1850,2000
MF0353,YATADERIYA,E.B. STORES,FBOP,10,340,0587R,393,M,GT1,GARNET TEA EXPORTS (PVT) LTD,,1300,1320,Bold,Mixed,Plain,0,550,1400,1420
MF0353,YATADERIYA,E.B. STORES,FBOP,10,340,599,394,M,U69,UNI WORLD TEAS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,550,1500,1550
MF0148B,GALGEWATTA,E.B. STORES,BM,10,240,1186,395,M,MQ2,MACSHAS IMPEX,,750,770,Bold,Mixed,Plain,0,380,770,750
MF0148B,GALGEWATTA,E.B. STORES,BT,10,220,1193,396,M,BCTP,BARARI CEYLON TEAS (PVT) LTD,,750,770,,,,0,380,770,750
MF0817,WERALLAKANDA,E.B. STORES,FGS1,20,1160,754,397,M,I29,IMPERIAL TEAS (PVT) LIMITED,,800,820,Bold,Mixed,Plain,0,400,820,830
MF0817,WERALLAKANDA,E.B. STORES,FGS,20,960,751,398,M,V67,VENTURE TEA (PVT) LTD,,650,670,Blackish,Dark,Dull,0,350,670,630
MF0817,WERALLAKANDA,E.B. STORES,BM,20,700,752,399,M,I29,IMPERIAL TEAS (PVT) LIMITED,,740,760,Bold,Mixed,Plain,0,380,760,750
MF0292,POONAGALLA,E.B. STORES,FGS,20,900,0403R,400,M,A8,AKBAR BROTHERS (PVT) LTD,,740,760,Bold,Mixed,Plain,0,380,760,790
MF0292,POONAGALLA,E.B. STORES,BM,20,600,0443R,401,M,AE5,ANVERALLY & SONS (PVT) LTD,,720,740,Bold,Mixed,Plain,0,380,740,750
MF0292,POONAGALLA,E.B. STORES,BM,20,580,0462R,402,M,,,,720,740,Bold,Mixed,Plain,0,380,740,0
MF0105,CANNAVARELLA,E.B. STORES,FGS1,10,580,0237R,403,M,A8,AKBAR BROTHERS (PVT) LTD,,1000,1020,Bold,Mixed,Plain,0,500,1020,1220
MF0388,GAMPAHA,E.B. STORES,FGS,10,447,0314R,404,M,A8,AKBAR BROTHERS (PVT) LTD,,750,770,Bold,Mixed,Plain,0,380,770,740
MF0388,GAMPAHA,E.B. STORES,BM,10,377,0302R,405,M,I29,IMPERIAL TEAS (PVT) LIMITED,,720,740,Bold,Mixed,Plain,0,380,740,720
MF0494,AMPITTIAKANDE,E.B. STORES,BM,10,350,0526R,406,M,A8,AKBAR BROTHERS (PVT) LTD,,740,760,Bold,Mixed,Plain,0,380,760,760
MF0683,CRAIG,E.B. STORES,BP,10,420,0740R,407,M,A8,AKBAR BROTHERS (PVT) LTD,,870,890,,,,0,400,890,1000
MF0683,CRAIG,E.B. STORES,BM,20,700,0697R,408,M,A8,AKBAR BROTHERS (PVT) LTD,,730,750,Bold,Mixed,Plain,0,380,750,790
MF0243,KINELLAN,E.B. STORES,FGS,10,440,0395R,409,M,A8,AKBAR BROTHERS (PVT) LTD,,720,740,Bold,Mixed,Plain,0,380,740,770
MF0234,GONAKELLE,E.B. STORES,FGS1,10,500,0540R,410,M,A8,AKBAR BROTHERS (PVT) LTD,,680,700,Blackish,Dark,Dull,0,380,700,830
MF0234,GONAKELLE,E.B. STORES,FGS1,20,1000,0581R,411,M,A8,AKBAR BROTHERS (PVT) LTD,,690,710,Blackish,Dark,Dull,0,380,710,780
MF0234,GONAKELLE,E.B. STORES,BP,10,400,0585R,412,M,S23,STASSEN INTERNATIONAL LTD,,950,970,,,,0,400,970,1000
MF0234,GONAKELLE,E.B. STORES,BM,20,700,0582R,413,M,A8,AKBAR BROTHERS (PVT) LTD,,760,780,Bold,Mixed,Plain,0,380,780,780
MF0668,HINDAGALA,E.B. STORES,BP,10,400,0611R,414,M,V3,VAN REES (CEY)LTD.,,850,870,,,,0,400,870,900
MF1362A,NEW GAMINI,E.B. STORES,FGS1,10,500,431,415,M,A8,AKBAR BROTHERS (PVT) LTD,,770,790,Blackish,Dark,Dull,0,380,790,830
MF0655,BADDEGAMA,E.B. STORES,BM,10,257,194,416,M,A8,AKBAR BROTHERS (PVT) LTD,,720,740,Bold,Mixed,Plain,0,380,740,760
MF0655,BADDEGAMA,E.B. STORES,BM,10,247,239,417,M,CI1,COMMERCIAL TRADING COMPANY PVT LTD,,720,740,Bold,Mixed,Plain,0,380,740,720
MF0353,YATADERIYA,E.B. STORES,FGS,10,500,595,418,M,A8,AKBAR BROTHERS (PVT) LTD,,700,720,Bold,Mixed,Plain,0,380,720,830
MF0353,YATADERIYA,E.B. STORES,BP,10,500,591,419,M,A8,AKBAR BROTHERS (PVT) LTD,,850,870,,,,0,400,870,920
MF0353,YATADERIYA,E.B. STORES,BM,20,600,0579R,420,M,A8,AKBAR BROTHERS (PVT) LTD,,770,790,Bold,Mixed,Plain,0,380,790,800
MF0353,YATADERIYA,E.B. STORES,BT,10,220,0581R,421,M,AE5,ANVERALLY & SONS (PVT) LTD,,750,770,,,,0,380,770,770
MF1025,OAKDALE,E.B. STORES,FGS1,20,1100,0330R,422,M,GA2,GEMI TEAS COLOMBO (PVT) LTD.,,720,740,Blackish,Dark,Dull,0,380,740,810
MF1025,OAKDALE,E.B. STORES,FGS1,15,825,0332R,423,M,I29,IMPERIAL TEAS (PVT) LIMITED,,720,740,Blackish,Dark,Dull,0,380,740,800
MF0148B,GALGEWATTA,E.B. STORES,BOP1A,20,560,1184,424,M,A8,AKBAR BROTHERS (PVT) LTD,,730,750,Bold,Mixed,Plain,0,380,750,890
MF0148B,GALGEWATTA,E.B. STORES,BOP1A,20,520,1185,425,M,AE5,ANVERALLY & SONS (PVT) LTD,,720,740,Bold,Mixed,Plain,0,380,740,880
MF0292,POONAGALLA,E.B. STORES,BOP1A,10,250,0450R,426,M,A8,AKBAR BROTHERS (PVT) LTD,,650,670,Blackish,Dark,Dull,0,350,670,840
MF0292,POONAGALLA,E.B. STORES,BOP1A,20,640,0461R,427,M,J7,A.F.JONES EXP. (CEY) LTD,,680,700,Blackish,Dark,Dull,0,380,700,780
MF0388,GAMPAHA,E.B. STORES,BOP1A,10,250,0329R,428,M,MA6,MABROC TEAS (PVT) LTD,,680,700,Blackish,Dark,Dull,0,380,700,800
MF0494,AMPITTIAKANDE,E.B. STORES,BOP1A,20,500,0496R,429,M,S23,STASSEN INTERNATIONAL LTD,,650,670,Blackish,Dark,Dull,0,350,670,760
MF0494,AMPITTIAKANDE,E.B. STORES,BOP1A,20,500,0531R,430,M,AE5,ANVERALLY & SONS (PVT) LTD,,680,700,Blackish,Dark,Dull,0,380,700,720
MF0243,KINELLAN,E.B. STORES,BOP1A,20,500,0416R,431,M,AE5,ANVERALLY & SONS (PVT) LTD,,710,730,Bold,Mixed,Plain,0,380,730,780
MF0234,GONAKELLE,E.B. STORES,BOP1A,20,520,0580R,432,M,J7,A.F.JONES EXP. (CEY) LTD,,730,750,Bold,Mixed,Plain,0,380,750,790
MF0668,HINDAGALA,E.B. STORES,BOP1A,10,250,0515R,433,M,A8,AKBAR BROTHERS (PVT) LTD,,680,700,Blackish,Dark,Dull,0,380,700,770
MF0655,BADDEGAMA,E.B. STORES,BOP1A,10,280,298,434,M,I36,INTER TEA (PVT) LTD,,720,740,Bold,Mixed,Plain,0,380,740,1000
MF0655,BADDEGAMA,E.B. STORES,BOP1A,10,287,236,435,M,A8,AKBAR BROTHERS (PVT) LTD,,750,770,Bold,Mixed,Plain,0,380,770,960
MF0353,YATADERIYA,E.B. STORES,BOP1A,10,250,0580R,436,M,MQ1,M.F. SAFEWAY IMPEX.,,720,740,Bold,Mixed,Plain,0,380,740,1000
MF0353,YATADERIYA,E.B. STORES,BOP1A,20,500,590,437,M,A8,AKBAR BROTHERS (PVT) LTD,,700,720,Blackish,Dark,Dull,0,380,720,880
MF0353,YATADERIYA,E.B. STORES,BOP1A,10,257,551,438,M,A8,AKBAR BROTHERS (PVT) LTD,,730,750,Bold,Mixed,Plain,0,380,750,840
MF0374,BRUNSWICK,E.B. STORES,DUST1,20,1200,0295R,441,M,W97,WIJAYA PRODUCTS (PVT) LTD.,,1600,1620,Clean,Aroma,Quality,0,500,1620,1650
MF0374,BRUNSWICK,E.B. STORES,DUST1,10,600,0316R,442,M,U13,UNION COMMODITIES (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1520,1650
MF0505,GLENUGIE,E.B. STORES,DUST1,10,650,0081R,443,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1600,1620,Clean,Aroma,Quality,0,500,1620,1600
MF0399,MORAY,E.B. STORES,DUST1,10,600,0226R,444,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1620,1600
MF0689,LAXAPANA,E.B. STORES,DUST1,20,1300,0370R,445,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1650,1670,Clean,Aroma,Quality,0,500,1670,1650
MF0502,GLENTILT,E.B. STORES,DUST1,10,650,0300R,446,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1620,1650
MF0502,GLENTILT,E.B. STORES,DUST1,20,1300,0305R,447,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1550,1570,Clean,Aroma,Quality,0,500,1570,1600
MF1293,LUCKYLAND,E.B. STORES,DUST1,10,650,0269R,448,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1570,1550
MF0105,CANNAVARELLA,E.B. STORES,DUST1,10,600,0239R,449,M,DB8,DILMAH CEYLON TEA COMPANY PLC,,1300,1320,Clean,Aroma,Quality,0,500,1320,1480
MF0243,KINELLAN,E.B. STORES,DUST,10,650,0396R,450,M,CH6,CEYEM COMMODITIES PVT LTD,,800,820,Bold,Mixed,Plain,0,400,820,830
MF1025,OAKDALE,E.B. STORES,DUST,20,1200,0331R,451,M,T60,TEA TRENDS EXP (PVT) LTD,,780,800,Bold,Mixed,Plain,0,400,800,810
MF0034,STRATHSPEY,,BOP,10,500,0341R,1,M,F69,FINLAYS COLOMBO LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1600,1600
MF0034,STRATHSPEY,,BOP,20,1000,0342R,2,M,V67,VENTURE TEA (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1550
MF0034,STRATHSPEY,,BOPF,10,580,0343R,3,M,F69,FINLAYS COLOMBO LIMITED,,1650,1670,Clean,Aroma,Quality,0,500,1700,1600
MF0034,STRATHSPEY,,BOPF,20,1160,0344R,4,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1650,1670,Clean,Aroma,Quality,0,500,1700,1600
MF0034,STRATHSPEY,,BOPF,20,1120,0345R,5,M,A8,AKBAR BROTHERS (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1600
MF0034,STRATHSPEY,,BOPF,20,1120,0346R,6,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0034,STRATHSPEY,,BOPF,20,1160,0347R,7,M,R64,RANFER TEAS(PVT)LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0374,BRUNSWICK,,BOP,20,1000,0322R,8,M,F69,FINLAYS COLOMBO LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0374,BRUNSWICK,,BOP,20,1000,0323R,9,M,F69,FINLAYS COLOMBO LIMITED,,1500,1520,Clean,Aroma,Quality,0,500,1550,1550
MF0374,BRUNSWICK,,BOPF,20,1160,0312R,10,M,R64,RANFER TEAS(PVT)LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1550
MF0374,BRUNSWICK,,BOPF,20,1160,0318R,11,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1650,1580
MF0374,BRUNSWICK,,BOPF,20,1160,0319R,12,M,F69,FINLAYS COLOMBO LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1650,1600
MF0374,BRUNSWICK,,BOPF,20,1160,0320R,13,M,F69,FINLAYS COLOMBO LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0374,BRUNSWICK,,BOPF,20,1160,0324R,14,M,F69,FINLAYS COLOMBO LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1600,1550
MF0505,GLENUGIE,,BOP,20,1000,0082R,15,M,V67,VENTURE TEA (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1500
MF0505,GLENUGIE,,BOPF,20,1160,0085R,16,M,R64,RANFER TEAS(PVT)LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1550
MF0505,GLENUGIE,,BOPF,20,1160,0086R,17,M,A8,AKBAR BROTHERS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1550
MF0399,MORAY,,BOP,20,1000,0221R,18,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1500,1520,Clean,Aroma,Quality,0,500,1550,1550
MF0399,MORAY,,BOPF,20,1160,0228R,19,M,I29,IMPERIAL TEAS (PVT) LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1650,1600
MF0399,MORAY,,BOPF,20,1160,0230R,20,M,U69,UNI WORLD TEAS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1600
MF0399,MORAY,,BOPF,20,1160,0231R,21,M,A8,AKBAR BROTHERS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1500
MF0689,LAXAPANA,,BOP,20,1000,0373R,22,M,F69,FINLAYS COLOMBO LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1650,1600
MF0689,LAXAPANA,,BOP,20,1000,0374R,23,M,,,,1550,1570,Clean,Aroma,Quality,0,500,1600,0
MF0689,LAXAPANA,,BOP,20,1000,0379R,24,M,WBB,WALTERS BAY TEAS (PRIVATE) LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1650,1600
MF0689,LAXAPANA,,BOPSp,20,960,0384R,25,M,,,,1550,1570,Clean,Aroma,Quality,0,500,1600,0
MF0689,LAXAPANA,,BOPF,20,1160,0381R,26,M,U69,UNI WORLD TEAS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,500,1700,1650
MF0689,LAXAPANA,,BOPF,20,1160,0383R,27,M,F69,FINLAYS COLOMBO LIMITED,,1650,1670,Clean,Aroma,Quality,0,500,1700,1600
MF0689,LAXAPANA,,BOPF,20,1160,0388R,28,M,R64,RANFER TEAS(PVT)LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1550
MF0502,GLENTILT,,BOP,20,1000,0317R,29,M,V67,VENTURE TEA (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1600
MF0502,GLENTILT,,BOPSp,20,960,0318R,30,M,,,,1600,1620,Clean,Aroma,Quality,0,500,1650,0
MF0502,GLENTILT,,BOPF,20,1120,0308R,31,M,C51,CEYLON TEA MARKETING (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,500,1700,1650
MF0502,GLENTILT,,BOPF,40,2240,0309R,32,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1650,1670,Clean,Aroma,Quality,0,500,1700,1650
MF0502,GLENTILT,,BOPF,20,1120,0310R,33,M,R64,RANFER TEAS(PVT)LTD,,1650,1670,Clean,Aroma,Quality,0,500,1700,1650
MF0502,GLENTILT,,BOPF,20,1120,0311R,34,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1600,1620,Clean,Aroma,Quality,0,500,1650,1600
MF0502,GLENTILT,,BOPF,20,1120,0312R,35,M,SCL,SUNSHINE CONSUMER LANKA LIMITED,,1550,1570,Clean,Aroma,Quality,0,500,1600,1550
MF0502,GLENTILT,,BOPF,20,1120,0314R,36,M,R64,RANFER TEAS(PVT)LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1500
MF0502,GLENTILT,,BOPF,20,1120,0316R,37,M,A8,AKBAR BROTHERS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1500
MF0043,ST. CLAIR,,BOP,10,500,0184R,38,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1500,1520,Clean,Aroma,Quality,0,500,1550,1500
MF0043,ST. CLAIR,,BOPF,20,1160,0185R,39,M,U69,UNI WORLD TEAS (PVT) LTD,,1600,1620,Clean,Aroma,Quality,0,500,1650,1550
MF1293,LUCKYLAND,,BOP,20,1000,0276R,40,M,T4,TEA-LINK COLOMBO (PVT) LTD,,1450,1470,Clean,Aroma,Quality,0,500,1500,1400
MF1293,LUCKYLAND,,BOPSp,20,960,0274R,41,M,V35,VINTAGE TEAS CEY (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1500
MF1293,LUCKYLAND,,BOPF,10,580,0271R,42,M,E41,EMPIRE TEAS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1550
MF1293,LUCKYLAND,,BOPF,20,1160,273,43,M,U69,UNI WORLD TEAS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1500
MF0739,KIRKLEES,,BOP,20,960,0258R,44,M,T4,TEA-LINK COLOMBO (PVT) LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1460
MF0739,KIRKLEES,,BOPSp,20,960,251,45,M,A8,AKBAR BROTHERS (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1380
MF0739,KIRKLEES,,BOPSp,20,960,256,46,M,V67,VENTURE TEA (PVT) LTD,,1400,1420,Clean,Aroma,Quality,0,500,1450,1380
MF0739,KIRKLEES,,BOPF,10,560,0250R,47,M,T13,TEA TANG LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1650
MF0739,KIRKLEES,,BOPF,20,1120,0252R,48,M,T13,TEA TANG LTD,,1550,1570,Clean,Aroma,Quality,0,500,1600,1650
MF0739,KIRKLEES,,BOPF,20,1120,253,49,M,E41,EMPIRE TEAS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1480
MF0739,KIRKLEES,,BOPF,20,1120,255,50,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1500,1520,Clean,Aroma,Quality,0,500,1550,1460
MF0739,KIRKLEES,,BOPF,20,1120,0259R,51,M,U76,UNILEVER LIPTON CEYLON LIMITED,,1500,1520,Clean,Aroma,Quality,0,500,1550,1550
MF0292,POONAGALLA,,BOPF,20,1100,0520R,52,M,E41,EMPIRE TEAS (PVT) LTD,,1100,1120,Clean,Aroma,Quality,0,500,1150,1240
MF0105,CANNAVARELLA,,BOPF,20,1160,0243R,53,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1400,1300
MF0895,DOTEL OYA,E.B. STORES,BOP,10,450,0298R,251,M,F69,FINLAYS COLOMBO LIMITED,,900,920,Bold,Mixed,Plain,0,400,920,940
MF0895,DOTEL OYA,E.B. STORES,FBOPF,10,500,0305R,252,M,I29,IMPERIAL TEAS (PVT) LIMITED,,1650,1670,Clean,Aroma,Quality,0,500,1670,1650
MF0895,DOTEL OYA,E.B. STORES,FBOPF1,20,760,297,253,M,,,,1100,1120,Bold,Mixed,Plain,0,500,1120,0
MF0895,DOTEL OYA,E.B. STORES,FBOPF1,10,450,0299R,254,M,R64,RANFER TEAS(PVT)LTD,,1900,1920,Clean,Aroma,Quality,0,500,1920,1950
MF0895,DOTEL OYA,E.B. STORES,FBOP,10,400,0306R,255,M,MG1,MALWATTE VALLEY PLANTATION PLC,,1850,1870,Clean,Aroma,Quality,0,500,1870,1800
MF0895,DOTEL OYA,E.B. STORES,FBOP1,10,320,0308R,256,M,G14,GEORGE STEUART TEAS (PVT) LTD,,1450,1470,Clean,Aroma,Quality,0,500,1470,1550
MF0895,DOTEL OYA,E.B. STORES,PEK1,10,380,307,257,M,M3,MEEZAN & CO(PVT)LTD,,2000,2020,Clean,Aroma,Quality,0,500,2020,2050
MF0895,DOTEL OYA,E.B. STORES,OP,10,300,0301R,258,M,A8,AKBAR BROTHERS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,880
MF0895,DOTEL OYA,E.B. STORES,BOPA,10,320,300,259,M,CT1,CEYLONIA TEA,,900,920,,,,0,400,920,1020
MF0148B,GALGEWATTA,E.B. STORES,BOPF,10,460,1220,260,M,AE5,ANVERALLY & SONS (PVT) LTD,,880,900,Bold,Mixed,Plain,0,400,900,900
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,10,460,1245,261,M,R64,RANFER TEAS(PVT)LTD,,1950,1970,Clean,Aroma,Quality,0,500,1970,1950
MF0148B,GALGEWATTA,E.B. STORES,FBOPF1,10,420,1249,262,M,R64,RANFER TEAS(PVT)LTD,,1400,1500,Clean,Aroma,Quality,0,500,1500,1550
MF0148B,GALGEWATTA,E.B. STORES,FBOP,10,440,1242,263,M,,,,1600,1620,Clean,Aroma,Quality,0,500,1620,0
MF0148B,GALGEWATTA,E.B. STORES,FBOP,10,380,1252,264,M,MG1,MALWATTE VALLEY PLANTATION PLC,,1900,2000,Clean,Aroma,Quality,0,500,2000,1700
MF0148B,GALGEWATTA,E.B. STORES,FBOP1,10,420,1243,265,M,A8,AKBAR BROTHERS (PVT) LTD,,1650,1670,Clean,Aroma,Quality,0,500,1670,1500
MF0148B,GALGEWATTA,E.B. STORES,PEK,10,280,1258,266,M,INF,INFUSION COLOMBO (PVT) LTD,,1350,1370,Clean,Aroma,Quality,0,500,1370,1120
MF0148B,GALGEWATTA,E.B. STORES,BOP1,10,400,1241,267,M,SX5,SUN SHINE TEAS PRIVATE LIMITED,,2100,2120,Clean,Aroma,Quality,0,500,2120,2000
MF0148B,GALGEWATTA,E.B. STORES,OP1,10,340,1250,268,M,V67,VENTURE TEA (PVT) LTD,,1850,1870,Clean,Aroma,Quality,0,500,1870,1900
MF0148B,GALGEWATTA,E.B. STORES,OP,10,250,1229,270,M,AE5,ANVERALLY & SONS (PVT) LTD,,800,820,Bold,Mixed,Plain,0,400,820,840
MF0148B,GALGEWATTA,E.B. STORES,OPA,20,500,1240,271,M,PM2,PREMIER NATURAL TEAS (PVT) LTD,,850,870,Bold,Mixed,Plain,0,400,870,1000
MF0148B,GALGEWATTA,E.B. STORES,BOPA,20,660,1219,272,M,BCTP,BARARI CEYLON TEAS (PVT) LTD,,880,900,,,,0,400,900,900
MF0148B,GALGEWATTA,E.B. STORES,BOPA,15,510,1255,273,M,AE5,ANVERALLY & SONS (PVT) LTD,,890,910,,,,0,400,910,900
MF0817,WERALLAKANDA,E.B. STORES,FBOPF1,10,390,762,274,M,CT1,CEYLONIA TEA,,1100,1120,Bold,Mixed,Plain,0,500,1120,980
